id_funding,name,sector,industry,subindustry,zip,amount,date,investor
"109834","Company 777621","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","11201","1","5/8/2012","Founders Fund"
"105791","Company 637249","Internet","Internet Software & Services","Data & Document Management","10038","1","8/9/2012","RRE Ventures"
"77672","Company 555690","Internet","Internet Software & Services","Education & Training","10013","1","12/20/2011","SV Angel"
"109834","Company 777622","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","11201","1","5/8/2012","Innovation Endeavors"
"106031","Company 805864","Mobile & Telecommunications","Mobile Software & Services","Accounting & Finance","10001","2.41","8/12/2012","Raptor Ventures"
"77672","Company 555692","Internet","Internet Software & Services","Education & Training","10013","1","12/20/2011","Thrive Capital"
"119783","Company 870297","Electronics","Electrical Product Distribution","Power Generation & Storage","10001","1.13","5/9/2012","Fayerweather Ventures"
"106330","Company 806922","Internet","Internet Software & Services","Accounting & Finance","10017","0.9","8/15/2012","Quotidian Ventures"
"106997","Company 544147","Internet","eCommerce","Discount","10013","0.02","5/11/2012","500 Startups"
"89508","Company 636057","Internet","Internet Software & Services","News & Discussion","10013","1.5","12/23/2011","First Round Capital"
"106438","Company 275069","Internet","eCommerce","Music, Video, Books & Entertainment","10014","Undisclosed","8/16/2012","Golden Seeds"
"107255","Company 810370","Healthcare","Medical Devices & Equipment","","10152","Undisclosed","5/11/2012","Investors Circle"
"89508","Company 636052","Internet","Internet Software & Services","News & Discussion","10013","1.5","12/23/2011","Lerer Ventures"
"106539","Company 808046","Internet","Internet Software & Services","Data Storage","Undisclosed","0.53","8/19/2012","High Line Venture Partners"
"98536","Company 774136","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","Undisclosed","Undisclosed","5/13/2012","Quotidian Ventures"
"89508","Company 636057","Internet","Internet Software & Services","News & Discussion","10013","1.5","12/23/2011","SV Angel"
"106539","Company 808041","Internet","Internet Software & Services","Data Storage","Undisclosed","0.53","8/19/2012","Red Swan Ventures"
"98696","Company 774998","Mobile & Telecommunications","Mobile Software & Services","Location-Based & Navigation","10118","Undisclosed","5/14/2012","Matrix Partners"
"89508","Company 636057","Internet","Internet Software & Services","News & Discussion","10013","1.5","12/23/2011","Transmedia Capital"
"106539","Company 808042","Internet","Internet Software & Services","Data Storage","Undisclosed","0.53","8/19/2012","SV Angel"
"99005","Company 776076","Internet","eCommerce","Apparel & Accessories","10018","Undisclosed","5/16/2012","500 Startups"
"105001","Company 592397","Mobile & Telecommunications","Mobile Software & Services","Payments","10010","2","12/23/2011","Contour Venture Partners"
"99007","Company 776091","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10013","Undisclosed","5/16/2012","500 Startups"
"106629","Company 808447","Internet","Internet Software & Services","Health & Wellness","11249","1.85","8/20/2012","Collaborative Fund"
"105001","Company 592390","Mobile & Telecommunications","Mobile Software & Services","Payments","10010","2","12/23/2011","High Peaks Venture Partners"
"105001","Company 592392","Mobile & Telecommunications","Mobile Software & Services","Payments","10010","2","12/23/2011","Partnership Fund for New York City"
"99113","Company 776550","Internet","Internet Software & Services","Monitoring & Security","Undisclosed","Undisclosed","5/17/2012","500 Startups"
"106629","Company 808440","Internet","Internet Software & Services","Health & Wellness","11249","1.85","8/20/2012","First Round Capital"
"105001","Company 592390","Mobile & Telecommunications","Mobile Software & Services","Payments","10010","2","12/23/2011","Village Ventures"
"106965","Company 254819","Internet","Internet Software & Services","Social","10013","Undisclosed","5/18/2012","Robin Hood Ventures"
"106629","Company 808443","Internet","Internet Software & Services","Health & Wellness","11249","1.85","8/20/2012","O'Reilly AlphaTech Ventures"
"99601","Company 778422","Internet","eCommerce","Marketplace","10003","1","5/24/2012","Lerer Ventures"
"99564","Company 553989","Internet","eCommerce","Comparison Shopping","10014","0.82","12/28/2011","ff Venture Capital"
"115184","Company 847067","Mobile & Telecommunications","Mobile Software & Services","Photo","10003","0.6","8/20/2012","Polaris Partners"
"99601","Company 778423","Internet","eCommerce","Marketplace","10003","1","5/24/2012","SV Angel"
"99564","Company 553982","Internet","eCommerce","Comparison Shopping","10014","0.82","12/28/2011","Lightbank"
"106879","Company 173445","Mobile & Telecommunications","Telecom Services","Wireless","Undisclosed","Undisclosed","8/22/2012","Draper Fisher Jurvetson"
"99692","Company 778508","Consumer Products & Services","Clothing & Accessories","Men's Clothing","10011","0.5","5/24/2012","FirstMark Capital"
"89707","Company 636897","Internet","eCommerce","Multi-Product","10001","0.5","12/29/2011","Imprint Venture Lab"
"107235","Company 810187","Internet","eCommerce","Apparel & Accessories","10001","1.13","8/26/2012","Grape Arbor VC"
"99692","Company 778504","Consumer Products & Services","Clothing & Accessories","Men's Clothing","10011","0.5","5/24/2012","New York Angels"
"89790","Company 637244","Internet","Internet Software & Services","Data & Document Management","10038","0.86","12/30/2011","Kartik Hosanagar"
"107235","Company 810183","Internet","eCommerce","Apparel & Accessories","10001","1.13","8/26/2012","New York Angels"
"99717","Company 778644","Internet","Internet Software & Services","Health & Wellness","10013","0.75","5/24/2012","Collaborative Fund"
"107235","Company 810189","Internet","eCommerce","Apparel & Accessories","10001","1.13","8/26/2012","Rho Canada"
"117665","Company 859395","Internet","Internet Software & Services","News & Discussion","Undisclosed","0.85","1/1/2012","High Line Venture Partners"
"99717","Company 778642","Internet","Internet Software & Services","Health & Wellness","10013","0.75","5/24/2012","Founder Collective"
"117665","Company 859394","Internet","Internet Software & Services","News & Discussion","Undisclosed","0.85","1/1/2012","Index Ventures"
"107241","Company 810237","Internet","eCommerce","Apparel & Accessories","Undisclosed","2","8/26/2012","Greycroft Partners"
"99717","Company 778643","Internet","Internet Software & Services","Health & Wellness","10013","0.75","5/24/2012","Great Oaks Venture Capital"
"117665","Company 859398","Internet","Internet Software & Services","News & Discussion","Undisclosed","0.85","1/1/2012","Learn Capital"
"107241","Company 810232","Internet","eCommerce","Apparel & Accessories","Undisclosed","2","8/26/2012","Signal Ventures"
"99799","Company 778971","Internet","Internet Software & Services","Content Management","10003","0.24","5/28/2012","Box Group"
"90105","Company 638108","Internet","Internet Software & Services","Sports","10003","0.75","1/5/2012","RRE Ventures"
"107241","Company 810233","Internet","eCommerce","Apparel & Accessories","Undisclosed","2","8/26/2012","Tribeca Venture Partners"
"117480","Company 858527","Internet","eCommerce","Apparel & Accessories","10018","0.95","5/30/2012","Great Oaks Venture Capital"
"90186","Company 638941","Internet","Stealth Mode","","10003","0.3","1/6/2012","ff Venture Capital"
"107826","Company 529927","Mobile & Telecommunications","Mobile Commerce","Digital Goods","10016","0.1","9/4/2012","Fremont Group"
"117480","Company 858520","Internet","eCommerce","Apparel & Accessories","10018","0.95","5/30/2012","LaunchCapital"
"90210","Company 639043","Business Products & Services","HR & Staffing","","Undisclosed","0.2","1/6/2012","Founder Collective"
"107848","Company 776090","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10013","1.3","9/4/2012","500 Startups"
"124369","Company 866422","Internet","eCommerce","Apparel & Accessories","10001","0.5","6/1/2012","Plug and Play Ventures"
"90210","Company 639048","Business Products & Services","HR & Staffing","","Undisclosed","0.2","1/6/2012","SV Angel"
"107848","Company 776097","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10013","1.3","9/4/2012","Expansion VC"
"100210","Company 781527","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10013","1.5","6/3/2012","Battery Ventures"
"126040","Company 849052","Mobile & Telecommunications","Mobile Software & Services","Conferencing & Communication","10003","2","1/6/2012","FirstMark Capital"
"107848","Company 776098","Mobile & Telecommunications","Mobile Software & Services","Education & Training","10013","1.3","9/4/2012","Great Oaks Venture Capital"
"100210","Company 781528","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10013","1.5","6/3/2012","Wellington Partners"
"90528","Company 150034","Internet","eCommerce","Travel (internet)","11968","0.55","1/11/2012","New Vantage Group"
"107928","Company 543987","Internet","eCommerce","Travel (internet)","10014","1.5","9/5/2012","Contour Venture Partners"
"100961","Company 784295","Internet","Internet Software & Services","Social","10001","0.8","6/12/2012","First Round Capital"
"90540","Company 641523","Internet","Internet Software & Services","","10016","0.5","1/11/2012","Advancit Capital"
"107928","Company 543981","Internet","eCommerce","Travel (internet)","10014","1.5","9/5/2012","High Peaks Venture Partners"
"100961","Company 784298","Internet","Internet Software & Services","Social","10001","0.8","6/12/2012","kbs+p Ventures"
"90540","Company 641520","Internet","Internet Software & Services","","10016","0.5","1/11/2012","Quotidian Ventures"
"107928","Company 543980","Internet","eCommerce","Travel (internet)","10014","1.5","9/5/2012","Vocap Ventures"
"100961","Company 784297","Internet","Internet Software & Services","Social","10001","0.8","6/12/2012","Pritzker Group Venture Capital"
"90540","Company 641524","Internet","Internet Software & Services","","10016","0.5","1/11/2012","Vaizra Investments"
"134773","Company 950044","Mobile & Telecommunications","Mobile Commerce","","10001","0.22","9/9/2012","Battery Ventures"
"107097","Company 256481","Food & Beverages","Non-alcoholic beverages","","11217","Undisclosed","6/12/2012","Investors Circle"
"90929","Company 739171","Internet","Internet Software & Services","Browser Software / Plugins","10001","1.2","1/19/2012","Great Oaks Venture Capital"
"134773","Company 950040","Mobile & Telecommunications","Mobile Commerce","","10001","0.22","9/9/2012","Hillsven Capital"
"139313","Company 953418","Mobile & Telecommunications","Mobile Software & Services","Photo","Undisclosed","0.91","6/12/2012","Index Ventures"
"90929","Company 739171","Internet","Internet Software & Services","Browser Software / Plugins","10001","1.2","1/19/2012","Siemer Ventures"
"108293","Company 287998","Internet","Internet Software & Services","Customer Relationship Management","10018","1.14","9/10/2012","ff Venture Capital"
"139313","Company 953415","Mobile & Telecommunications","Mobile Software & Services","Photo","Undisclosed","0.91","6/12/2012","Lerer Ventures"
"90986","Company 739737","Internet","Internet Software & Services","Real Estate","10013","0.75","1/19/2012","Spring Ventures"
"108348","Company 814783","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10014","1.92","9/10/2012","Founder Collective"
"139313","Company 953413","Mobile & Telecommunications","Mobile Software & Services","Photo","Undisclosed","0.91","6/12/2012","SV Angel"
"91262","Company 740970","Internet","Internet Software & Services","Data & Document Management","10010","1.1","1/24/2012","O'Reilly AlphaTech Ventures"
"108348","Company 814786","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10014","1.92","9/10/2012","IA Ventures"
"101167","Company 777308","Internet","Stealth Mode","","11201","0.75","6/14/2012","Thrive Capital"
"91262","Company 740970","Internet","Internet Software & Services","Data & Document Management","10010","1.1","1/24/2012","Spark Capital"
"108348","Company 814787","Mobile & Telecommunications","Mobile Software & Services","Health & Wellness","10014","1.92","9/10/2012","TiE Angels"
"101305","Company 781094","Internet","Internet Software & Services","Healthcare","10003","0.6","6/16/2012","General Catalyst Partners"
"91766","Company 743318","Healthcare","Biotechnology","","10010","0.37","2/2/2012","Invus Group"
"101305","Company 781090","Internet","Internet Software & Services","Healthcare","10003","0.6","6/16/2012","HLM Venture Partners"
"108558","Company 739736","Internet","Internet Software & Services","Real Estate","10013","1.25","9/12/2012","Mohr Davidow Ventures"
"98786","Company 612604","Internet","Internet Software & Services","Green/Environmental","10018","Undisclosed","2/6/2012","Investors Circle"
"101305","Company 781091","Internet","Internet Software & Services","Healthcare","10003","0.6","6/16/2012","Red Swan Ventures"
"108558","Company 739731","Internet","Internet Software & Services","Real Estate","10013","1.25","9/12/2012","RockPort Capital Partners"
"98467","Company 285420","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","DFJ Gotham Ventures"
"101494","Company 785573","Internet","Internet Software & Services","Video","11201","1.25","6/19/2012","Lerer Ventures"
"108558","Company 739732","Internet","Internet Software & Services","Real Estate","10013","1.25","9/12/2012","Spring Ventures"
"98467","Company 285422","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","First Round Capital"
"101657","Company 247742","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","2","6/20/2012","AfterDox Angels Investment Group"
"108654","Company 816127","Internet","Internet Software & Services","News & Discussion","Undisclosed","1","9/12/2012","Advancit Capital"
"98467","Company 285429","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","Hub Angels Investment Group"
"106878","Company 173447","Mobile & Telecommunications","Telecom Services","Wireless","Undisclosed","1","6/21/2012","500 Startups"
"108654","Company 816124","Internet","Internet Software & Services","News & Discussion","Undisclosed","1","9/12/2012","Google Ventures"
"98467","Company 285426","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","Javelin Venture Partners"
"106878","Company 173446","Mobile & Telecommunications","Telecom Services","Wireless","Undisclosed","1","6/21/2012","BOLDstart Ventures"
"108654","Company 816126","Internet","Internet Software & Services","News & Discussion","Undisclosed","1","9/12/2012","Index Ventures"
"106878","Company 173440","Mobile & Telecommunications","Telecom Services","Wireless","Undisclosed","1","6/21/2012","Collaborative Fund"
"98467","Company 285429","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","New York Angels"
"108654","Company 816120","Internet","Internet Software & Services","News & Discussion","Undisclosed","1","9/12/2012","Kleiner Perkins Caufield & Byers"
"106878","Company 173441","Mobile & Telecommunications","Telecom Services","Wireless","Undisclosed","1","6/21/2012","Neu Venture Capital"
"98467","Company 285429","Internet","Internet Software & Services","Domain & SEO Services","10018","0.6","2/9/2012","Tribeca Venture Partners"
"108654","Company 816126","Internet","Internet Software & Services","News & Discussion","Undisclosed","1","9/12/2012","True Ventures"
"92478","Company 746272","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","Undisclosed","0.25","2/13/2012","Quotidian Ventures"
"107111","Company 598639","Internet","Internet Software & Services","Personal & Professional Development","10018","0.34","6/22/2012","Boynton Angels"
"110090","Company 584561","Internet","Internet Software & Services","Search","10003","Undisclosed","9/14/2012","Floodgate"
"115155","Company 846904","Internet","Internet Software & Services","Customer Relationship Management","10010","Undisclosed","2/13/2012","Box Group"
"103217","Company 529922","Mobile & Telecommunications","Mobile Commerce","Digital Goods","10016","0.41","6/25/2012","Fremont Group"
"91439","Company 741865","Internet","Internet Software & Services","Information Providers & Portals","11217","0.47","2/16/2012","High Line Venture Partners"
"102085","Company 788946","Internet","eCommerce","Travel (internet)","10012","1.2","6/26/2012","First Round Capital"
"108897","Company 548461","Internet","Internet Software & Services","Data & Document Management","10003","1.23","9/17/2012","Golden Seeds"
"123844","Company 891279","Internet","Internet Software & Services","Social","10018","Undisclosed","2/17/2012","500 Startups"
"102085","Company 788945","Internet","eCommerce","Travel (internet)","10012","1.2","6/26/2012","Lerer Ventures"
"109003","Company 778301","Internet","Internet Software & Services","HR & Workforce Management","10013","0.7","9/18/2012","New York Angels"
"123844","Company 891272","Internet","Internet Software & Services","Social","10018","Undisclosed","2/17/2012","Intel Capital"
"113808","Company 598637","Internet","Internet Software & Services","Personal & Professional Development","10018","Undisclosed","7/1/2012","Boynton Angels"
"109021","Company 745217","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10010","1.92","9/18/2012","Contour Venture Partners"
"89606","Company 636509","Internet","Internet Software & Services","Application & Data Integration","10010","1.5","2/22/2012","FirstMark Capital"
"119187","Company 867022","Internet","Internet Software & Services","Information Providers & Portals","11201","0.05","7/1/2012","Collaborative Fund"
"109021","Company 745218","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10010","1.92","9/18/2012","High Peaks Venture Partners"
"93651","Company 751150","Mobile & Telecommunications","Mobile Software & Services","Gaming","10013","1","3/4/2012","BHV VC"
"120933","Company 876036","Internet","eCommerce","eCommerce enablement","10022","1","7/1/2012","New York Angels"
"109021","Company 745216","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10010","1.92","9/18/2012","New York Angels"
"93651","Company 751150","Mobile & Telecommunications","Mobile Software & Services","Gaming","10013","1","3/4/2012","General Catalyst Partners"
"102641","Company 791146","Internet","Internet Software & Services","News & Discussion","10014","1.75","7/5/2012","First Round Capital"
"109021","Company 745217","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10010","1.92","9/18/2012","Quotidian Ventures"
"93651","Company 751158","Mobile & Telecommunications","Mobile Software & Services","Gaming","10013","1","3/4/2012","Initial Capital"
"102641","Company 791141","Internet","Internet Software & Services","News & Discussion","10014","1.75","7/5/2012","Innovation Endeavors"
"109021","Company 745212","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10010","1.92","9/18/2012","Softbank Capital"
"93926","Company 637228","Internet","Internet Software & Services","Monitoring & Security","11222","1.02","3/7/2012","Dingman Center Angels"
"102835","Company 596749","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10017","2.1","7/6/2012","Milestone Venture Partners"
"109022","Company 817269","Internet","Internet Software & Services","Advertising, Sales & Marketing","10003","Undisclosed","9/18/2012","Contour Venture Partners"
"93926","Company 637227","Internet","Internet Software & Services","Monitoring & Security","11222","1.02","3/7/2012","Kima Ventures"
"102975","Company 640138","Internet","eCommerce","","10003","1.7","7/9/2012","500 Startups"
"109201","Company 818271","Mobile & Telecommunications","Mobile Software & Services","Data & Document Management","Undisclosed","Undisclosed","9/19/2012","Union Square Ventures"
"93926","Company 637227","Internet","Internet Software & Services","Monitoring & Security","11222","1.02","3/7/2012","New Atlantic Ventures"
"102975","Company 640131","Internet","eCommerce","","10003","1.7","7/9/2012","Bertelsmann Digital Media Investments"
"109349","Company 819005","Internet","Internet Software & Services","Social","Undisclosed","Undisclosed","9/20/2012","SingTel Innov8"
"99753","Company 256482","Food & Beverages","Non-alcoholic beverages","","11217","0.6","3/12/2012","Investors Circle"
"102975","Company 640136","Internet","eCommerce","","10003","1.7","7/9/2012","Lerer Ventures"
"109715","Company 587440","Internet","eCommerce","","Undisclosed","Undisclosed","9/26/2012","FirstMark Capital"
"94417","Company 754955","Internet","eCommerce","Travel (internet)","10010","1.2","3/15/2012","CAP Ventures"
"102975","Company 640132","Internet","eCommerce","","10003","1.7","7/9/2012","Polaris Partners"
"94417","Company 754958","Internet","eCommerce","Travel (internet)","10010","1.2","3/15/2012","Quotidian Ventures"
"109715","Company 587444","Internet","eCommerce","","Undisclosed","Undisclosed","9/26/2012","Windquest Group"
"102975","Company 640135","Internet","eCommerce","","10003","1.7","7/9/2012","Resolute.vc"
"94417","Company 754958","Internet","eCommerce","Travel (internet)","10010","1.2","3/15/2012","Ventech"
"109801","Company 820760","Internet","Internet Software & Services","Social","Undisclosed","0.6","9/26/2012","Lightbank"
"102975","Company 640136","Internet","eCommerce","","10003","1.7","7/9/2012","RRE Ventures"
"94419","Company 754979","Mobile & Telecommunications","Mobile Software & Services","Conferencing & Communication","10010","0.15","3/15/2012","Kima Ventures"
"110006","Company 821635","Mobile & Telecommunications","Mobile Software & Services","Legal","10014","1.1","9/30/2012","RRE Ventures"
"102976","Company 753437","Internet","Internet Software & Services","Travel","10036","0.3","7/9/2012","High Peaks Venture Partners"
"104937","Company 800817","Internet","eCommerce","Marketplace","10002","0.85","10/1/2012","500 Startups"
"104069","Company 752906","Internet","Internet Software & Services","Social","11237","1.5","3/15/2012","Founder Collective"
"102976","Company 753439","Internet","Internet Software & Services","Travel","10036","0.3","7/9/2012","Quotidian Ventures"
"104069","Company 752905","Internet","Internet Software & Services","Social","11237","1.5","3/15/2012","O'Reilly AlphaTech Ventures"
"104937","Company 800814","Internet","eCommerce","Marketplace","10002","0.85","10/1/2012","Baltimore Angels"
"103169","Company 793738","Electronics","Electrical Product Distribution","Power Generation & Storage","10019","0.75","7/10/2012","Andreessen Horowitz"
"104069","Company 752905","Internet","Internet Software & Services","Social","11237","1.5","3/15/2012","SV Angel"
"104937","Company 800814","Internet","eCommerce","Marketplace","10002","0.85","10/1/2012","Brad Harrison Ventures"
"103169","Company 793733","Electronics","Electrical Product Distribution","Power Generation & Storage","10019","0.75","7/10/2012","CrunchFund"
"104315","Company 756832","Mobile & Telecommunications","Stealth Mode","","10003","1.5","3/16/2012","RRE Ventures"
"104937","Company 800819","Internet","eCommerce","Marketplace","10002","0.85","10/1/2012","Great Oaks Venture Capital"
"103169","Company 793732","Electronics","Electrical Product Distribution","Power Generation & Storage","10019","0.75","7/10/2012","FF Angel"
"94804","Company 756776","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/21/2012","Andreessen Horowitz"
"110046","Company 596746","Mobile & Telecommunications","Mobile Software & Services","Collaboration & Project Management","10017","2.35","10/1/2012","Milestone Venture Partners"
"103218","Company 529922","Mobile & Telecommunications","Mobile Commerce","Digital Goods","10016","0.3","7/11/2012","Fremont Group"
"94804","Company 756773","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/21/2012","Benchmark Capital"
"103270","Company 794108","Internet","Internet Software & Services","Social","Undisclosed","0.8","7/11/2012","VitaminaK"
"110491","Company 823910","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","Undisclosed","Undisclosed","10/7/2012","ff Venture Capital"
"94804","Company 756772","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/21/2012","Greylock Partners"
"103391","Company 794665","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","500 Startups"
"110491","Company 823918","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","Undisclosed","Undisclosed","10/7/2012","Genacast Ventures"
"94804","Company 756775","Internet","eCommerce","Apparel & Accessories","10003","Undisclosed","3/21/2012","SV Angel"
"103391","Company 794663","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","Advancit Capital"
"110491","Company 823918","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","Undisclosed","Undisclosed","10/7/2012","Rhodium Ventures"
"108769","Company 816730","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","0.5","3/21/2012","Lerer Ventures"
"103391","Company 794667","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","Charles River Ventures"
"110742","Company 776427","Mobile & Telecommunications","Mobile Software & Services","Photo","10013","0.83","10/10/2012","Forerunner Ventures"
"108769","Company 816739","Internet","Internet Software & Services","Advertising, Sales & Marketing","10010","0.5","3/21/2012","Softbank Capital"
"103391","Company 794668","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","Digital Entertainment Ventures"
"110742","Company 776422","Mobile & Telecommunications","Mobile Software & Services","Photo","10013","0.83","10/10/2012","Khosla Ventures"
"94928","Company 757510","Internet","eCommerce","Marketplace","10010","0.58","3/22/2012","Quotidian Ventures"
"103391","Company 794669","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","Graph Ventures"
"110825","Company 825516","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","3","10/10/2012","Advancit Capital"
"94928","Company 757510","Internet","eCommerce","Marketplace","10010","0.58","3/22/2012","RRE Ventures"
"103391","Company 794667","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","Red Swan Ventures"
"110825","Company 825517","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","3","10/10/2012","Founder Collective"
"95081","Company 635971","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","10014","1.5","3/26/2012","Accelerator Ventures"
"103391","Company 794665","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","SV Angel"
"110825","Company 825515","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","3","10/10/2012","Founders Fund"
"95081","Company 635976","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","10014","1.5","3/26/2012","Blumberg Capital"
"103391","Company 794666","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","0.8","7/12/2012","The Social+Capital Partnership"
"110825","Company 825511","Mobile & Telecommunications","Mobile Commerce","Music, Video, Books & Entertainment","Undisclosed","3","10/10/2012","SV Angel"
"95081","Company 635977","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","10014","1.5","3/26/2012","Bullpen Capital"
"113750","Company 840017","Internet","Internet Software & Services","Information Providers & Portals","Undisclosed","Undisclosed","7/12/2012","Baltimore Angels"
"110899","Company 662694","Internet","Internet Software & Services","Search","10012","0.75","10/11/2012","Launchpad Venture Group"
"95081","Company 635970","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","10014","1.5","3/26/2012","Metamorphic Ventures"
"103441","Company 794396","Internet","Internet Software & Services","Collaboration & Project Management","Undisclosed","0.5","7/13/2012","Freestyle Capital"
"95081","Company 635974","Mobile & Telecommunications","Mobile Software & Services","Application & Data Integration","10014","1.5","3/26/2012","T5 Equity Partners"
"110899","Company 662698","Internet","Internet Software & Services","Search","10012","0.75","10/11/2012","New York Angels"
"103734","Company 796067","Internet","Internet Software & Services","Social","10003","1.4","7/17/2012","Warner Hill Angels"
"95231","Company 758645","Internet","Internet Software & Services","Business Intelligence, Analytics & Performance Mgmt","10022","Undisclosed","3/27/2012","HENQ Invest"
"111088","Company 826689","Internet","Internet Software & Services","Collaboration & Project Management","11201","1","10/15/2012","Brooklyn Bridge Ventures"
"103740","Company 796114","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","Undisclosed","7/17/2012","500 Startups"
"4935","Company 111432","Financial","Payments (non-internet/mobile)","","10022","Undisclosed","4/1/2012","New York Angels"
"111088","Company 826683","Internet","Internet Software & Services","Collaboration & Project Management","11201","1","10/15/2012","Lerer Ventures"
"103817","Company 795061","Internet","eCommerce","Apparel & Accessories","10010","1.4","7/18/2012","iNovia Capital"
"115922","Company 502745","Internet","Internet Software & Services","Video","10011","1.57","4/3/2012","Baltimore Angels"
"111380","Company 740210","Internet","Internet Software & Services","HR & Workforce Management","10016","0.75","10/18/2012","Bullpen Capital"
"104479","Company 799071","Mobile & Telecommunications","Mobile Software & Services","Gaming","Undisclosed","2","7/25/2012","500 Startups"
"95729","Company 591444","Mobile & Telecommunications","Mobile Software & Services","Application Development","10001","Undisclosed","4/4/2012","Cue Ball Capital"
"104522","Company 703396","Internet","Internet Software & Services","Photo","10002","1","7/26/2012","Brad Harrison Ventures"
"111380","Company 740219","Internet","Internet Software & Services","HR & Workforce Management","10016","0.75","10/18/2012","Lerer Ventures"
"95729","Company 591447","Mobile & Telecommunications","Mobile Software & Services","Application Development","10001","Undisclosed","4/4/2012","Kleiner Perkins Caufield & Byers"
"104522","Company 703397","Internet","Internet Software & Services","Photo","10002","1","7/26/2012","Great Oaks Venture Capital"
"111409","Company 828057","Internet","Internet Software & Services","Information Providers & Portals","10013","0.12","10/18/2012","ARC Angel Fund"
"95729","Company 591445","Mobile & Telecommunications","Mobile Software & Services","Application Development","10001","Undisclosed","4/4/2012","North Bridge Venture Partners"
"104646","Company 544236","Internet","Internet Software & Services","Social","10011","1.5","7/27/2012","CrunchFund"
"111412","Company 828084","Internet","Internet Software & Services","Real Estate","10003","0.56","10/18/2012","500 Startups"
"122417","Company 883916","Internet","eCommerce","Food & Grocery","11249","0.45","4/9/2012","Kima Ventures"
"104646","Company 544238","Internet","Internet Software & Services","Social","10011","1.5","7/27/2012","Metamorphic Ventures"
"111412","Company 828089","Internet","Internet Software & Services","Real Estate","10003","0.56","10/18/2012","Expansion Capital Partners"
"111904","Company 830803","Mobile & Telecommunications","Mobile Software & Services","Advertising, Sales & Marketing","10003","1","10/29/2012","Bertelsmann Digital Media Investments"
"119726","Company 870010","Internet","Internet Software & Services","Advertising, Sales & Marketing","10001","2.1","3/4/2013","Social Starts"
"109069","Company 817822","Mobile & Telecommunications","Mobile Software & Services","Social","10018","1.2","10/19/2012","ff Venture Capital"
